source,word,n,tf,idf,tf_idf
official,invitation,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,jessica,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,judge,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,line,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,longerterm,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,matriarch,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,menled,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,meteorology,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,metric,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,minority,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,mission,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,moisture,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,musengezi,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,naibunga,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,nakupratgotu,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,negotiate,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,occurrence,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,offsite,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,onset,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,optional,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,outgrowth,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,outsider,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,permanent,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,permit,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,persist,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,pertain,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,phone,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,population,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,positivity,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,poverty,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,prediction,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,prevent,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,procedure,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,product,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,production,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,productivity,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,profor,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,quarterly,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,randomly,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,reading,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,realtime,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,rebuild,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,repository,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,reproduction,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,resolve,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,restore,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,reuslts,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,rotation,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,satellite,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,savanna,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,scientist,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,scout,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,seasonsyears,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,segment,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,shortterm,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,sickness,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,smallholder,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,socialize,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,socioeconomics,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,spatial,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,spatially,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,stick,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,stream,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,strikingly,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,subsequently,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,supervisor,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,supply,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,sustainably,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,swahili,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,tamsat,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,tamsatdata,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,task,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,team,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,temporal,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,temporally,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,tnc,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,track,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,tradition,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,type,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,typically,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,uncertain,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,underrepresent,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,university,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,usdausaid,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,vcm,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,verbally,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,verifiedissuing,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,waiver,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,warm,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,warn,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,weather,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,womenled,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,yearround,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
official,zonal,2,5.592841163310962e-4,0.6931471805599453,3.876662083668598e-4
Independent,abdi,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,abdirahman,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,account,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,accrue,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,accuse,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,acquire,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,alliance,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,amb,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,amount,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,annex,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,applicable,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,arrangement,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,assign,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,aster,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,beautifully,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,beef,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,behaviour,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,biliqobulesa,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,bind,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,blame,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,block,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,boru,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,branch,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,burial,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,business,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,capitalist,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,carbonrelated,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,carry,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,cbcs,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,certify,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,channel,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,cite,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,closely,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,commissioner,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,commitment,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,commodification,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,communitybased,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,complicate,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,concept,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,conclude,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,conference,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,confident,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,consequence,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,constitution,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,content,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,cop,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,council,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,criminal,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,culture,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,customary,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,deal,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,decisionmaking,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,deem,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,delineate,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,devolution,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,didnt,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,directly,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,dirt,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,discretion,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,distributable,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,doubleedged,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,doubt,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,duly,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,dynamic,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,earn,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,east,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,ecosystem,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,empower,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,enact,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,energy,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,enter,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,escalate,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,event,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,evite,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,excess,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,exclusion,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,expansive,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,exploitation,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,exposure,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,facilitation,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,fauna,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,fee,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,fence,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,fight,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,finance,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,finding,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,flee,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,flora,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,foot,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,fouryear,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,framework,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,fresh,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,front,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,gouge,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,govern,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,grab,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,grant,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,grapple,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,grave,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,graveyard,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,guarantee,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,gunshot,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,heap,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,hear,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,historical,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,historically,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,house,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,impose,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,impossible,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,inference,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,inhabit,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,interviewee,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,invasive,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,investor,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,issuance,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,kilo,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,kilometer,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,legally,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,legislation,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,lens,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,lethal,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,leverage,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,livestocktomarket,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,lodge,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,loser,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,lush,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,march,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,mistrust,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,mobility,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,motivate,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,move,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,native,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,neglect,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,netflix,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,newly,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,nomadic,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,occupy,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,oppose,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,payment,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,peacebuilding,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,political,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,pool,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,portion,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,position,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,possibly,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,postcolonial,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,power,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,preliminary,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,preserve,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,president,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,procedural,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,promise,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,properly,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,proposal,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,publish,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,push,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,raider,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,ranger,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,recognize,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,recover,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,regard,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,registration,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,reject,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,relevant,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,remainder,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,remove,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,reservist,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,restrict,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,rob,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,roba,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,ruthless,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,sentiment,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,serve,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,service,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,shibia,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,sideline,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,sidestep,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,simply,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,sister,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,situation,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,slaughter,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,somalia,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,south,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,specifically,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,spike,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,split,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,spread,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,stock,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,store,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,stress,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,subcounty,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,subject,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,success,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,swamp,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,thirtyyearold,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,thorn,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,tool,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,tourism,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,tourist,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,transaction,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,transition,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,undisputed,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,unencumbered,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,unspecified,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,usd,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,utilize,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,view,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,villager,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,violate,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,vulnerability,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,ward,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,warrant,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,warrior,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,word,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,world,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,worth,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,wouldnt,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,youth,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
Independent,zara,2,5.145356315924878e-4,0.6931471805599453,3.5664892233596367e-4
official,administrative,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,analysis,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,announce,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,antagonistic,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,anticipation,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,anticipatory,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,appoint,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,appropriately,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,approximately,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,assess,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,average,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,benefitsharing,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,bias,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,busy,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,calculation,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,capability,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,capable,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,capture,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,ccbcm,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,circlescards,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,classify,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,coefficient,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,collection,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,comfortable,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,communitywide,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,comparatively,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,conduit,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,confidential,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,conservancywide,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
official,contact,1,2.796420581655481e-4,0.6931471805599453,1.938331041834299e-4
